title,slug,city,location_name,target_date,target_extreme,target_unit,station_id,resolution_source_url,source_domain,description,target_day_of_year,target_day_of_year_sin,target_day_of_year_cos,target_month,target_is_weekend,target_is_max,station_latitude,station_longitude,station_elevation_m,station_country,station_id_hash,source_domain_hash,has_station_coordinates,forecast_provider,forecast_temp_max_c,forecast_temp_min_c,forecast_temp_mean_c,forecast_temp_spread_c,forecast_hourly_count,observation_provider,latest_observation_temp_c,latest_observation_dewpoint_c,latest_observation_pressure_hpa,latest_observation_wind_speed_mps,observation_age_hours,station_verified,station_verification_reason
Highest temperature in Munich on May 7?,highest-temperature-in-munich-on-may-7-2026,Munich,Munich,2026-05-07,max,celsius,EDDM,https://www.wunderground.com/history/daily/de/munich/EDDM,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Munich Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Munich Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/de/munich/EDDM.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,1,48.348,11.813,445.0,DE,9820,3181,1,open_meteo,17.4,8.7,12.9,8.7,24,,,,,,,1,station verified
Highest temperature in Dallas on May 7?,highest-temperature-in-dallas-on-may-7-2026,Dallas,Dallas Love Field,2026-05-07,max,fahrenheit,KDAL,https://www.wunderground.com/history/daily/us/tx/dallas/KDAL,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Dallas Love Field Station in degrees Fahrenheit on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Dallas Love Field Station once information is finalized, available here: https://www.wunderground.com/history/daily/us/tx/dallas/KDAL.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Fahrenheit (eg, 21°F). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,1,32.83836,-96.83584,148.0,US,6884,3181,1,open_meteo,24.3,13.0,18.2,11.3,24,,,,,,,1,station verified
Highest temperature in Warsaw on May 7?,highest-temperature-in-warsaw-on-may-7-2026,Warsaw,Warsaw Chopin,2026-05-07,max,celsius,EPWA,https://www.wunderground.com/history/daily/pl/warsaw/EPWA,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Warsaw Chopin Airport Station in degrees Celsius on 4 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Warsaw Chopin Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/pl/warsaw/EPWA.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,1,52.163,20.961,107.0,PL,2827,3181,1,open_meteo,20.2,13.1,16.8,7.1,24,,,,,,,1,station verified
Highest temperature in San Francisco on May 7?,highest-temperature-in-san-francisco-on-may-7-2026,San Francisco,San Francisco International,2026-05-07,max,fahrenheit,KSFO,https://www.wunderground.com/history/daily/us/ca/san-francisco/KSFO,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the San Francisco International Airport Station in degrees Fahrenheit on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the San Francisco International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/us/ca/san-francisco/KSFO.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Fahrenheit (eg, 21°F). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,1,37.61961,-122.36561,2.0,US,5758,3181,1,open_meteo,23.7,12.2,16.7,11.5,24,,,,,,,1,station verified
Lowest temperature in Hong Kong on May 7?,lowest-temperature-in-hong-kong-on-may-7-2026,Hong Kong,Hong Kong Observatory,2026-05-07,min,celsius,HKO,https://www.weather.gov.hk/en/cis/climat.htm,weather.gov.hk,"This market will resolve to the temperature range that contains the lowest temperature recorded by the Hong Kong Observatory in degrees Celsius on 6 May '26.

The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Min (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm

This market can not resolve to ""Yes"" until data for this date has been finalized.

The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,0,22.301944,114.174167,32.0,HK,8459,9590,1,open_meteo,27.0,22.8,24.6,4.199999999999999,24,,,,,,,1,station verified
Highest temperature in Toronto on May 7?,highest-temperature-in-toronto-on-may-7-2026,Toronto,Toronto Pearson Intl,2026-05-07,max,celsius,CYYZ,https://www.wunderground.com/history/daily/ca/mississauga/CYYZ,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Toronto Pearson Intl Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Toronto Pearson Intl Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/ca/mississauga/CYYZ.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,1,43.679,-79.629,171.0,CA,7216,3181,1,open_meteo,11.9,3.7,7.5,8.2,24,,,,,,,1,station verified
Highest temperature in Chongqing on May 7?,highest-temperature-in-chongqing-on-may-7-2026,Chongqing,Chongqing Jiangbei International,2026-05-07,max,celsius,ZUCK,https://www.wunderground.com/history/daily/cn/chongqing/ZUCK,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Chongqing Jiangbei International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Chongqing Jiangbei International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/cn/chongqing/ZUCK.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,1,29.718,106.639,416.0,CN,9929,3181,1,open_meteo,24.9,17.5,21.0,7.399999999999999,24,,,,,,,1,station verified
Lowest temperature in Shanghai on May 6?,lowest-temperature-in-shanghai-on-may-6-2026,Shanghai,Shanghai Pudong International,2026-05-06,min,celsius,ZSPD,https://www.wunderground.com/history/daily/cn/shanghai/ZSPD,wunderground.com,"This market will resolve to the temperature range that contains the lowest temperature recorded at the Shanghai Pudong International Airport Station in degrees Celsius on 6 May '26.

The resolution source for this market will be information from Wunderground, specifically the lowest temperature recorded for all times on this day by the Forecast for the Shanghai Pudong International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/cn/shanghai/ZSPD.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",126,0.8296770135526188,-0.5582437220268649,5,0,0,31.146,121.8,4.0,CN,4838,3181,1,open_meteo,22.7,15.6,18.4,7.1,24,,,,,,,1,station verified
Lowest temperature in Seoul on May 7?,lowest-temperature-in-seoul-on-may-7-2026,Seoul,Incheon Intl,2026-05-07,min,celsius,RKSI,https://www.wunderground.com/history/daily/kr/incheon/RKSI,wunderground.com,"This market will resolve to the temperature range that contains the lowest temperature recorded at the Incheon Intl Airport Station in degrees Celsius on 6 May '26.

The resolution source for this market will be information from Wunderground, specifically the lowest temperature recorded for all times on this day by the Forecast for the Incheon Intl Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/kr/incheon/RKSI.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,0,37.469,126.451,7.0,KR,0,3181,1,open_meteo,13.8,12.0,13.0,1.8000000000000007,24,,,,,,,1,station verified
Highest temperature in Buenos Aires on May 7?,highest-temperature-in-buenos-aires-on-may-7-2026,Buenos Aires,Minister Pistarini Intl,2026-05-07,max,celsius,SAEZ,https://www.wunderground.com/history/daily/ar/ezeiza/SAEZ,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Minister Pistarini Intl Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Minister Pistarini Intl Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/ar/ezeiza/SAEZ.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,1,-34.822,-58.536,16.0,AR,4215,3181,1,open_meteo,19.4,13.2,17.0,6.199999999999999,24,,,,,,,1,station verified
Highest temperature in Jeddah on May 7?,highest-temperature-in-jeddah-on-may-7-2026,Jeddah,King Abdulaziz International,2026-05-07,max,celsius,OEJN,https://www.wunderground.com/history/daily/sa/jeddah/OEJN,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the King Abdulaziz International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the King Abdulaziz International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/sa/jeddah/OEJN.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,1,21.685,39.166,8.0,SA,1019,3181,1,open_meteo,34.0,23.2,27.8,10.8,24,,,,,,,1,station verified
Highest temperature in Singapore on May 7?,highest-temperature-in-singapore-on-may-7-2026,Singapore,Singapore Changi,2026-05-07,max,celsius,WSSS,https://www.wunderground.com/history/daily/sg/singapore/WSSS,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Singapore Changi Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Singapore Changi Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/sg/singapore/WSSS.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,1,1.368,103.982,17.0,SG,9398,3181,1,open_meteo,29.5,25.2,27.2,4.300000000000001,24,,,,,,,1,station verified
Highest temperature in Manila on May 7?,highest-temperature-in-manila-on-may-7-2026,Manila,Ninoy Aquino International,2026-05-07,max,celsius,RPLL,https://www.wunderground.com/history/daily/ph/manila/RPLL,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Ninoy Aquino International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Ninoy Aquino International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/ph/manila/RPLL.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,1,14.507,121.004,15.0,PH,6548,3181,1,open_meteo,36.3,25.9,30.6,10.399999999999999,24,,,,,,,1,station verified
Highest temperature in Los Angeles on May 7?,highest-temperature-in-los-angeles-on-may-7-2026,Los Angeles,Los Angeles International,2026-05-07,max,fahrenheit,KLAX,https://www.wunderground.com/history/daily/us/ca/los-angeles/KLAX,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Los Angeles International Airport Station in degrees Fahrenheit on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Los Angeles International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/us/ca/los-angeles/KLAX.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Fahrenheit (eg, 21°F). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,1,33.93817,-118.3866,30.0,US,1534,3181,1,open_meteo,20.8,16.3,18.4,4.5,24,,,,,,,1,station verified
Highest temperature in Miami on May 7?,highest-temperature-in-miami-on-may-7-2026,Miami,Miami Intl,2026-05-07,max,fahrenheit,KMIA,https://www.wunderground.com/history/daily/us/fl/miami/KMIA,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Miami Intl Airport Station in degrees Fahrenheit on 4 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Miami Intl Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/us/fl/miami/KMIA.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Fahrenheit (eg, 21°F). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,1,25.78806,-80.31692,1.0,US,488,3181,1,open_meteo,32.9,24.5,28.7,8.399999999999999,24,,,,,,,1,station verified
Highest temperature in Milan on May 7?,highest-temperature-in-milan-on-may-7-2026,Milan,Malpensa Intl,2026-05-07,max,celsius,LIMC,https://www.wunderground.com/history/daily/it/milan/LIMC,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Malpensa Intl Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Malpensa Intl Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/it/milan/LIMC.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,1,45.631,8.728,221.0,IT,5446,3181,1,open_meteo,19.1,11.4,14.7,7.700000000000001,24,,,,,,,1,station verified
Highest temperature in Shanghai on May 7?,highest-temperature-in-shanghai-on-may-7-2026,Shanghai,Shanghai Pudong International,2026-05-07,max,celsius,ZSPD,https://www.wunderground.com/history/daily/cn/shanghai/ZSPD,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Shanghai Pudong International Airport Station in degrees Celsius on 4 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Shanghai Pudong International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/cn/shanghai/ZSPD.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,1,31.146,121.8,4.0,CN,4838,3181,1,open_meteo,26.6,16.0,20.4,10.600000000000001,24,,,,,,,1,station verified
Highest temperature in Guangzhou on May 7?,highest-temperature-in-guangzhou-on-may-7-2026,Guangzhou,Guangzhou Baiyun International,2026-05-07,max,celsius,ZGGG,https://www.wunderground.com/history/daily/cn/guangzhou/ZGGG,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Guangzhou Baiyun International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Guangzhou Baiyun International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/cn/guangzhou/ZGGG.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,1,23.392,113.307,11.0,CN,3007,3181,1,open_meteo,30.5,21.7,25.2,8.8,24,,,,,,,1,station verified
Highest temperature in Wuhan on May 7?,highest-temperature-in-wuhan-on-may-7-2026,Wuhan,Wuhan Tianhe International,2026-05-07,max,celsius,ZHHH,https://www.wunderground.com/history/daily/cn/wuhan/ZHHH,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Wuhan Tianhe International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Wuhan Tianhe International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/cn/wuhan/ZHHH.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,1,30.783,114.205,33.0,CN,2447,3181,1,open_meteo,22.1,19.0,20.4,3.1000000000000014,24,,,,,,,1,station verified
Lowest temperature in Paris on May 7?,lowest-temperature-in-paris-on-may-7-2026,Paris,Paris-Le Bourget,2026-05-07,min,celsius,LFPB,https://www.wunderground.com/history/daily/fr/bonneuil-en-france/LFPB,wunderground.com,"This market will resolve to the temperature range that contains the lowest temperature recorded at the Paris-Le Bourget Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the lowest temperature recorded for all times on this day by the Forecast for the Paris-Le Bourget Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/fr/bonneuil-en-france/LFPB.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,0,48.967,2.428,50.0,FR,8545,3181,1,open_meteo,17.1,9.1,13.0,8.000000000000002,24,,,,,,,1,station verified
Highest temperature in Madrid on May 7?,highest-temperature-in-madrid-on-may-7-2026,Madrid,Adolfo Suárez Madrid-Barajas,2026-05-07,max,celsius,LEMD,https://www.wunderground.com/history/daily/es/madrid/LEMD,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Adolfo Suárez Madrid-Barajas Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Adolfo Suárez Madrid-Barajas Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/es/madrid/LEMD.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,1,40.466,-3.555,589.0,ES,827,3181,1,open_meteo,20.1,11.0,15.4,9.100000000000001,24,,,,,,,1,station verified
Highest temperature in Tel Aviv on May 7?,highest-temperature-in-tel-aviv-on-may-7-2026,Tel Aviv,Ben Gurion International Airport,2026-05-07,max,celsius,LLBG,https://www.weather.gov/wrh/timeseries?site=LLBG,weather.gov,"This market will resolve to the temperature range that contains the highest temperature recorded by NOAA at the Ben Gurion International Airport in degrees Celsius on 5 May '26.

The resolution source for this market will be information from NOAA, specifically the highest reading under the ""Temp"" column on the specified date once information is finalized for all hours on that date, available here: https://www.weather.gov/wrh/timeseries?site=LLBG

To toggle between Fahrenheit and Celsius, click the ""Switch to Metric Units"" button until the relevant table displays °C.

This market can not resolve to ""Yes"" until data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,1,32.011,34.887,35.0,IL,1197,4546,1,open_meteo,23.8,12.1,18.1,11.700000000000001,24,,,,,,,1,station verified
Highest temperature in Karachi on May 7?,highest-temperature-in-karachi-on-may-7-2026,Karachi,Masroor Airbase,2026-05-07,max,celsius,OPKC,https://www.wunderground.com/history/daily/pk/karachi/OPKC,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Masroor Airbase Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Masroor Airbase Station once information is finalized, available here: https://www.wunderground.com/history/daily/pk/karachi/OPKC.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,1,24.902,67.139,20.0,PK,1957,3181,1,open_meteo,35.8,25.4,29.7,10.399999999999999,24,,,,,,,1,station verified
Highest temperature in Lagos on May 7?,highest-temperature-in-lagos-on-may-7-2026,Lagos,Murtala Muhammad International,2026-05-07,max,celsius,DNMM,https://www.wunderground.com/history/daily/ng/lagos/DNMM,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Murtala Muhammad International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Murtala Muhammad International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/ng/lagos/DNMM.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,1,6.577,3.321,27.0,NG,4663,3181,1,open_meteo,29.8,23.9,27.0,5.900000000000002,24,,,,,,,1,station verified
Highest temperature in Amsterdam on May 7?,highest-temperature-in-amsterdam-on-may-7-2026,Amsterdam,Amsterdam,2026-05-07,max,celsius,EHAM,https://www.wunderground.com/history/daily/nl/schiphol/EHAM,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Amsterdam Airport Schiphol Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Amsterdam Airport Schiphol Station once information is finalized, available here: https://www.wunderground.com/history/daily/nl/schiphol/EHAM.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",127,0.8199717629247771,-0.5724039727378148,5,0,1,52.315,4.79,-2.0,NL,5265,3181,1,open_meteo,17.8,8.3,12.8,9.5,24,,,,,,,1,station verified
